Skunks tear out divots of turf that are <mask> to six inches in diameter.	three
Skunks tear out divots of turf that are three to <mask> inches in diameter.	six
Smokers die an average of <mask> to eight years earlier than nonsmokers.	six
Smokers die an average of six to <mask> years earlier than nonsmokers.	eight
Snakes can go for as much as <mask> months or maybe more without eating as long as they have water.	six
Skunks can accurately spray their smelly fluid as far as <mask> feet.	ten
Reproduction is characterized by <mask> processes.	two
Monocots have <mask> cotyledon and dicots have two cotyledons.	one
Monocots have one cotyledon and dicots have <mask> cotyledons.	two
Snow usually produces about <mask> inch of water for every ten inches of snow.	one
Snow usually produces about one inch of water for every <mask> inches of snow.	ten
Waves can sometimes reach <mask> feet tall, while still being playful and fun.	ten
Mammals have <mask> types of cartilage.	three
All comatulids apparently develop <mask> initial, radially-oriented cirri.	five
Plants continue to bloom for about <mask> months.	two
Taiwanese law permits a jail term of up to <mask> years for spreading computer viruses.	three
Cumulus clouds come in <mask> distinct species, cumulis humilis, mediocris, congestus, and fractus.	four
Homosexuals face <mask> difficulties in enjoying public benefits and employment.	no
Fats provide <mask> calories per gram.	nine
Gonorrhea often produces <mask> symptoms in women, except vaginal itching or discharge.	no
Butterflies possess a complex life cycle that requires <mask> metamorphoses to complete.	four
Hair has <mask> distinct roles.	three
Tall fescue produces the <mask> diazaphenanthrene alkaloids, perlolidone and perloline.	two
Some ancient writers say their usual height was <mask> feet.	seven
Anemone has <mask> vents.	two
Family refers to up to <mask> adults and four children.	two
Family refers to up to two adults and <mask> children.	four
Insects live in warm climates, hot climates, even sub <mask> climates.	zero
Impingement syndrome has <mask> stages, which are all basically inseparable.	three
Dentary teeth have about <mask> denticles and weak ridges.	eight
External radiation is given in divided doses to the pelvis <mask> days a week for five weeks.	five
External radiation is given in divided doses to the pelvis five days a week for <mask> weeks.	five
Special relativity shows that time behaves surprisingly like the <mask> spatial dimensions.	three
Most joints lock <mask> building parts tightly together.	two
Cutaneous lesions develop <mask> days after the onset of the attack.	three
Proprioceptive stimulation has <mask> sources.	two
Drugs can control disease for about <mask> years.	seven
Microbial inhabitants outnumber our body's own cells by about <mask> to one.	ten
Caterpillars molt <mask> or five times as they grow.	four
Caterpillars molt four or <mask> times as they grow.	five
Most infections result in mild symptoms or <mask> symptoms at all.	no
Atlantic salmon spend between <mask> and four years at sea.	one
Atlantic salmon spend between one and <mask> years at sea.	four
Many children have febrile seizures before the age of <mask> without developing epilepsy.	five
Marmots reach sexual maturity in <mask> years.	two
Firebrat eggs hatch in about <mask> weeks.	two
Ligand seeks <mask> receptors into binding and mutual phosphorylation.	two
Plants are divided into <mask> broad categories based on their mode of reproduction.	four
Cowbirds are <mask> to eight inches long, with short, conical bills and short tails.	six
Cowbirds are six to <mask> inches long, with short, conical bills and short tails.	eight
Ozone leaves <mask> by-products except pure oxygen.	no
Young children suffer from an average of <mask> to eight colds a year.	six
Young children suffer from an average of six to <mask> colds a year.	eight
Ordinary oxygen has <mask> atoms.	two
Storks differ from other birds in that they have <mask> muscles in their voice boxes.	no
Antidepressants typically have about a <mask> week delay to onset of effect.	three
Snakes shed from <mask> to three times a year.	one
Snakes shed from one to <mask> times a year.	three
Sleep apnea is <mask> times more prevalent in men than in women.	three
Population growth occurs in <mask> ways, births and immigration.	two
Soluble fibers appear to reduce blood cholesterol in <mask> ways.	two
Ovoid cysts can survive in water for <mask> to three months.	one
Ovoid cysts can survive in water for one to <mask> months.	three
Sweet potatoes have <mask> basic flesh types, dry or moist.	two
Normal cats have <mask> front toes and four back toes.	five
Normal cats have five front toes and <mask> back toes.	four
Gobies are relatively small fish, usually reaching <mask> inches in captivity.	three
Reds can keep for <mask> years, occasionally more.	ten
European cities tend to have population densities more than <mask> times that of U.S. urban areas.	four
Caecilians have <mask> limbs .	no
Wolves can go <mask> weeks without feeding.	three
Most testicular growth occurs from <mask> to twelve months of age.	nine
Scientists expect all <mask> types of neutrinos to be emitted from a supernova.	three
Most people are able to have sex from <mask> to six weeks after a heart attack.	three
Most people are able to have sex from three to <mask> weeks after a heart attack.	six
Most babies are ready to start supplemental foods at approximately <mask> months of age.	six
Milk contains <mask> complex carbohydrates.	zero
Date trees require <mask> hours of sun for day.	three
Temperatures occasionally fall below <mask> but only last a very short time.	zero
Religion appears to have <mask> major effects on attitudes.	three
Plagiarism comes in <mask> forms.	two
Women account for <mask> in ten people diagnosed with the disease.	eight
Women account for eight in <mask> people diagnosed with the disease.	ten
Fund is a <mask> character code describing the source of funding for a transaction.	six
Rogue waves can occur on relatively calm seas with <mask> storms for hundreds of miles.	no
Men are <mask> times as likely as women to complete suicide.	three
Mares can have <mask> or two foals.	one
Mares can have one or <mask> foals.	two
American women are <mask> times as likely to develop osteoporosis as men.	four
Matter exists in <mask> forms, solid, fluid and plasma.	three
Breast milk is the only food recommended for the first <mask> to six months of an infant's life.	four
Breast milk is the only food recommended for the first four to <mask> months of an infant's life.	six
Irradiation makes <mask> changes in the fruit except for killing the fly larvae and retarding spoilage.	no
Eagles attain their adult plumage at <mask> or five year of age.	four
Eagles attain their adult plumage at four or <mask> year of age.	five
Love is the physical and mental compatibility of <mask> people.	two
Primary conflict occurs when the norms of <mask> cultures clash.	two
Babies crawl into a pouch on the mother's belly and stay there <mask> months.	four
Cocoon aims for a complete separation of the <mask> layers.	three
Common iron is a mixture of <mask> isotopes.	four
Dolphin are abundant and on fortunate days <mask> species are sighted.	four
All blood vessels have <mask> layers called tunics .	three
Monarchs have <mask> pairs of prolegs.	five
Righteousness always points in <mask> directions.	two
Honey bees use <mask> systems of feeding larvae.	two
Diploid organisms contain <mask> copies of each gene.	two
Primary vaccination consists of <mask> intramuscular doses of vaccine.	three
Money is <mask> less a medium of exchange in foreign trade than it is in domestic trade.	no
Adult fish can grow to over <mask> feet in length.	four
Calves grow quickly and are weaned from their mothers in only <mask> to four months.	three
Calves grow quickly and are weaned from their mothers in only three to <mask> months.	four
Sums is an electronic scoresheet to keep track of scores for up to <mask> people.	four
Adrenaline stimulates all <mask> kinds of receptor and has lots of side effects.	three
Couples therapy involves the <mask> people in a committed relationship.	two
Most nematodes molt <mask> times.	four
Most voles are less than <mask> inches, and have a short, fur-covered tail.	three
Canadian whiskey is aged for <mask> years, often in used wood casks.	six
Early detection allows <mask> out of ten women to survive breast cancer.	nine
Early detection allows nine out of <mask> women to survive breast cancer.	ten
White children are <mask> times more likely than black children to be born with webbed fingers.	four
Women experience the greatest decline in bone mass, during the first <mask> years after menopause.	five
Sexual maturity is attained at <mask> years.	six
Pugs come in <mask> colors black and fawn.	two
Racists attempt to draw lines where <mask> lines exist.	no
Puppies can start vaccinations at <mask> weeks.	six
Quick crops germinate in <mask> to seven days.	five
Quick crops germinate in five to <mask> days.	seven
Finnish nouns can have <mask> kinds of suffixes.	four
Sexual selection has <mask> components, intrasexual competition and intersexual selection.	two
Cognitive models describe <mask> different information gathering and processing types.	four
Every person has <mask> mammary arteries.	two
Carpenter ants can easily drop to a structure from tree limbs as high as <mask> feet above the roof.	five
Cows are pregnant for <mask> months and are given a rest period from milking between calvings.	nine
Pups get their sight in about <mask> days.	ten
Robins can have up to <mask> clutches per year and are thus capable of very rapid reproduction.	three
Some manatees have <mask> or four nails on the tip of each flipper.	three
Some manatees have three or <mask> nails on the tip of each flipper.	four
Origami Turn a flat piece of paper into a <mask> dimensional object.	three
Quads are basically motorcycles with <mask> wheels.	four
Most adults sleep between <mask> and eight hours a night.	seven
Most adults sleep between seven and <mask> hours a night.	eight
Domestic violence occurs in <mask> in four families in Australia.	one
Domestic violence occurs in one in <mask> families in Australia.	four
T lymphocytes are white blood cells with <mask> extraordinary properties.	two
Today there are <mask> basic classifications of sausage.	five
Most surgeons allow patients to wash their hair after <mask> days.	three
All animals exhibit <mask> common behavioral patterns in a stereotypical manner.	six
Parliaments can last <mask> years, often last four and a bit.	five
Parliaments can last five years, often last <mask> and a bit.	four
Developmental difficulties are apparent before <mask> years of age.	three
Snowstorms occur when <mask> different fronts collide.	two
Aquatic plants obtain nutrients in <mask> different ways.	two
Lions spend much of their time resting and are active only about <mask> hours every day.	four
Insects have <mask> common types of metamorphosis.	two
Some women have <mask> or more children by different men.	five
Osteoporosis is about <mask> times more common in women than in men.	four
Pollination can be of <mask> types.	two
Coating is non-reactive and lasts at least <mask> times as long as filament sources.	ten
